video_id,frames_path,label
deepfakes__180_105,faces_ffpp/deepfakes__180_105.npz,1
deepfakes__181_199,faces_ffpp/deepfakes__181_199.npz,1
deepfakes__182_242,faces_ffpp/deepfakes__182_242.npz,1
deepfakes__183_253,faces_ffpp/deepfakes__183_253.npz,1
deepfakes__185_276,faces_ffpp/deepfakes__185_276.npz,1
deepfakes__186_170,faces_ffpp/deepfakes__186_170.npz,1
deepfakes__187_234,faces_ffpp/deepfakes__187_234.npz,1
deepfakes__188_191,faces_ffpp/deepfakes__188_191.npz,1
deepfakes__189_200,faces_ffpp/deepfakes__189_200.npz,1
deepfakes__190_176,faces_ffpp/deepfakes__190_176.npz,1
deepfakes__191_188,faces_ffpp/deepfakes__191_188.npz,1
deepfakes__192_134,faces_ffpp/deepfakes__192_134.npz,1
deepfakes__193_030,faces_ffpp/deepfakes__193_030.npz,1
deepfakes__194_235,faces_ffpp/deepfakes__194_235.npz,1
deepfakes__195_442,faces_ffpp/deepfakes__195_442.npz,1
deepfakes__196_310,faces_ffpp/deepfakes__196_310.npz,1
deepfakes__197_224,faces_ffpp/deepfakes__197_224.npz,1
deepfakes__200_189,faces_ffpp/deepfakes__200_189.npz,1
deepfakes__201_203,faces_ffpp/deepfakes__201_203.npz,1
deepfakes__202_348,faces_ffpp/deepfakes__202_348.npz,1
deepfakes__203_201,faces_ffpp/deepfakes__203_201.npz,1
deepfakes__204_230,faces_ffpp/deepfakes__204_230.npz,1
deepfakes__205_184,faces_ffpp/deepfakes__205_184.npz,1
deepfakes__206_221,faces_ffpp/deepfakes__206_221.npz,1
deepfakes__207_908,faces_ffpp/deepfakes__207_908.npz,1
deepfakes__211_177,faces_ffpp/deepfakes__211_177.npz,1
deepfakes__212_179,faces_ffpp/deepfakes__212_179.npz,1
deepfakes__214_255,faces_ffpp/deepfakes__214_255.npz,1
deepfakes__216_164,faces_ffpp/deepfakes__216_164.npz,1
deepfakes__217_117,faces_ffpp/deepfakes__217_117.npz,1
deepfakes__219_220,faces_ffpp/deepfakes__219_220.npz,1
deepfakes__220_219,faces_ffpp/deepfakes__220_219.npz,1
deepfakes__222_168,faces_ffpp/deepfakes__222_168.npz,1
deepfakes__223_586,faces_ffpp/deepfakes__223_586.npz,1
deepfakes__224_197,faces_ffpp/deepfakes__224_197.npz,1
deepfakes__225_151,faces_ffpp/deepfakes__225_151.npz,1
deepfakes__226_491,faces_ffpp/deepfakes__226_491.npz,1
deepfakes__227_169,faces_ffpp/deepfakes__227_169.npz,1
deepfakes__228_289,faces_ffpp/deepfakes__228_289.npz,1
deepfakes__229_247,faces_ffpp/deepfakes__229_247.npz,1
deepfakes__230_204,faces_ffpp/deepfakes__230_204.npz,1
deepfakes__231_663,faces_ffpp/deepfakes__231_663.npz,1
deepfakes__232_248,faces_ffpp/deepfakes__232_248.npz,1
deepfakes__233_995,faces_ffpp/deepfakes__233_995.npz,1
deepfakes__234_187,faces_ffpp/deepfakes__234_187.npz,1
deepfakes__236_237,faces_ffpp/deepfakes__236_237.npz,1
deepfakes__238_282,faces_ffpp/deepfakes__238_282.npz,1
deepfakes__239_218,faces_ffpp/deepfakes__239_218.npz,1
deepfakes__240_290,faces_ffpp/deepfakes__240_290.npz,1
deepfakes__241_210,faces_ffpp/deepfakes__241_210.npz,1
deepfakes__242_182,faces_ffpp/deepfakes__242_182.npz,1
deepfakes__243_156,faces_ffpp/deepfakes__243_156.npz,1
deepfakes__245_157,faces_ffpp/deepfakes__245_157.npz,1
deepfakes__246_258,faces_ffpp/deepfakes__246_258.npz,1
deepfakes__248_232,faces_ffpp/deepfakes__248_232.npz,1
deepfakes__249_280,faces_ffpp/deepfakes__249_280.npz,1
deepfakes__250_461,faces_ffpp/deepfakes__250_461.npz,1
deepfakes__251_375,faces_ffpp/deepfakes__251_375.npz,1
deepfakes__252_266,faces_ffpp/deepfakes__252_266.npz,1
deepfakes__253_183,faces_ffpp/deepfakes__253_183.npz,1
deepfakes__255_214,faces_ffpp/deepfakes__255_214.npz,1
deepfakes__257_420,faces_ffpp/deepfakes__257_420.npz,1
deepfakes__258_246,faces_ffpp/deepfakes__258_246.npz,1
deepfakes__262_301,faces_ffpp/deepfakes__262_301.npz,1
deepfakes__263_284,faces_ffpp/deepfakes__263_284.npz,1
deepfakes__264_271,faces_ffpp/deepfakes__264_271.npz,1
deepfakes__266_252,faces_ffpp/deepfakes__266_252.npz,1
deepfakes__267_286,faces_ffpp/deepfakes__267_286.npz,1
deepfakes__268_269,faces_ffpp/deepfakes__268_269.npz,1
deepfakes__269_268,faces_ffpp/deepfakes__269_268.npz,1
deepfakes__270_297,faces_ffpp/deepfakes__270_297.npz,1
deepfakes__271_264,faces_ffpp/deepfakes__271_264.npz,1
deepfakes__272_396,faces_ffpp/deepfakes__272_396.npz,1
deepfakes__273_807,faces_ffpp/deepfakes__273_807.npz,1
deepfakes__274_412,faces_ffpp/deepfakes__274_412.npz,1
deepfakes__276_185,faces_ffpp/deepfakes__276_185.npz,1
deepfakes__278_306,faces_ffpp/deepfakes__278_306.npz,1
deepfakes__279_298,faces_ffpp/deepfakes__279_298.npz,1
deepfakes__282_238,faces_ffpp/deepfakes__282_238.npz,1
deepfakes__283_313,faces_ffpp/deepfakes__283_313.npz,1
deepfakes__284_263,faces_ffpp/deepfakes__284_263.npz,1
deepfakes__285_136,faces_ffpp/deepfakes__285_136.npz,1
deepfakes__286_267,faces_ffpp/deepfakes__286_267.npz,1
deepfakes__287_426,faces_ffpp/deepfakes__287_426.npz,1
deepfakes__288_321,faces_ffpp/deepfakes__288_321.npz,1
deepfakes__290_240,faces_ffpp/deepfakes__290_240.npz,1
deepfakes__291_874,faces_ffpp/deepfakes__291_874.npz,1
deepfakes__293_296,faces_ffpp/deepfakes__293_296.npz,1
deepfakes__295_099,faces_ffpp/deepfakes__295_099.npz,1
deepfakes__297_270,faces_ffpp/deepfakes__297_270.npz,1
deepfakes__300_304,faces_ffpp/deepfakes__300_304.npz,1
deepfakes__301_262,faces_ffpp/deepfakes__301_262.npz,1
deepfakes__302_323,faces_ffpp/deepfakes__302_323.npz,1
deepfakes__303_309,faces_ffpp/deepfakes__303_309.npz,1
deepfakes__304_300,faces_ffpp/deepfakes__304_300.npz,1
deepfakes__305_513,faces_ffpp/deepfakes__305_513.npz,1
deepfakes__306_278,faces_ffpp/deepfakes__306_278.npz,1
deepfakes__308_388,faces_ffpp/deepfakes__308_388.npz,1
deepfakes__311_387,faces_ffpp/deepfakes__311_387.npz,1
deepfakes__313_283,faces_ffpp/deepfakes__313_283.npz,1
deepfakes__315_322,faces_ffpp/deepfakes__315_322.npz,1
deepfakes__316_369,faces_ffpp/deepfakes__316_369.npz,1
deepfakes__317_359,faces_ffpp/deepfakes__317_359.npz,1
deepfakes__320_328,faces_ffpp/deepfakes__320_328.npz,1
deepfakes__322_315,faces_ffpp/deepfakes__322_315.npz,1
deepfakes__323_302,faces_ffpp/deepfakes__323_302.npz,1
deepfakes__324_356,faces_ffpp/deepfakes__324_356.npz,1
deepfakes__325_492,faces_ffpp/deepfakes__325_492.npz,1
deepfakes__326_501,faces_ffpp/deepfakes__326_501.npz,1
deepfakes__329_327,faces_ffpp/deepfakes__329_327.npz,1
deepfakes__330_162,faces_ffpp/deepfakes__330_162.npz,1
deepfakes__331_260,faces_ffpp/deepfakes__331_260.npz,1
deepfakes__333_377,faces_ffpp/deepfakes__333_377.npz,1
deepfakes__334_318,faces_ffpp/deepfakes__334_318.npz,1
deepfakes__335_277,faces_ffpp/deepfakes__335_277.npz,1
deepfakes__336_338,faces_ffpp/deepfakes__336_338.npz,1
deepfakes__337_522,faces_ffpp/deepfakes__337_522.npz,1
deepfakes__338_336,faces_ffpp/deepfakes__338_336.npz,1
deepfakes__339_392,faces_ffpp/deepfakes__339_392.npz,1
deepfakes__340_341,faces_ffpp/deepfakes__340_341.npz,1
deepfakes__341_340,faces_ffpp/deepfakes__341_340.npz,1
deepfakes__342_416,faces_ffpp/deepfakes__342_416.npz,1
deepfakes__343_363,faces_ffpp/deepfakes__343_363.npz,1
deepfakes__344_020,faces_ffpp/deepfakes__344_020.npz,1
deepfakes__345_259,faces_ffpp/deepfakes__345_259.npz,1
deepfakes__347_314,faces_ffpp/deepfakes__347_314.npz,1
deepfakes__348_202,faces_ffpp/deepfakes__348_202.npz,1
deepfakes__349_350,faces_ffpp/deepfakes__349_350.npz,1
deepfakes__350_349,faces_ffpp/deepfakes__350_349.npz,1
deepfakes__352_319,faces_ffpp/deepfakes__352_319.npz,1
deepfakes__353_383,faces_ffpp/deepfakes__353_383.npz,1
deepfakes__354_362,faces_ffpp/deepfakes__354_362.npz,1
deepfakes__356_324,faces_ffpp/deepfakes__356_324.npz,1
deepfakes__357_432,faces_ffpp/deepfakes__357_432.npz,1
deepfakes__358_380,faces_ffpp/deepfakes__358_380.npz,1
deepfakes__359_317,faces_ffpp/deepfakes__359_317.npz,1
deepfakes__360_437,faces_ffpp/deepfakes__360_437.npz,1
deepfakes__362_354,faces_ffpp/deepfakes__362_354.npz,1
deepfakes__364_440,faces_ffpp/deepfakes__364_440.npz,1
deepfakes__366_473,faces_ffpp/deepfakes__366_473.npz,1
deepfakes__367_371,faces_ffpp/deepfakes__367_371.npz,1
deepfakes__368_378,faces_ffpp/deepfakes__368_378.npz,1
deepfakes__369_316,faces_ffpp/deepfakes__369_316.npz,1
deepfakes__372_413,faces_ffpp/deepfakes__372_413.npz,1
deepfakes__373_394,faces_ffpp/deepfakes__373_394.npz,1
deepfakes__374_407,faces_ffpp/deepfakes__374_407.npz,1
deepfakes__375_251,faces_ffpp/deepfakes__375_251.npz,1
deepfakes__376_381,faces_ffpp/deepfakes__376_381.npz,1
deepfakes__378_368,faces_ffpp/deepfakes__378_368.npz,1
deepfakes__379_158,faces_ffpp/deepfakes__379_158.npz,1
deepfakes__380_358,faces_ffpp/deepfakes__380_358.npz,1
deepfakes__381_376,faces_ffpp/deepfakes__381_376.npz,1
deepfakes__383_353,faces_ffpp/deepfakes__383_353.npz,1
deepfakes__384_932,faces_ffpp/deepfakes__384_932.npz,1
deepfakes__385_414,faces_ffpp/deepfakes__385_414.npz,1
deepfakes__386_154,faces_ffpp/deepfakes__386_154.npz,1
deepfakes__387_311,faces_ffpp/deepfakes__387_311.npz,1
deepfakes__388_308,faces_ffpp/deepfakes__388_308.npz,1
deepfakes__389_480,faces_ffpp/deepfakes__389_480.npz,1
deepfakes__390_709,faces_ffpp/deepfakes__390_709.npz,1
deepfakes__391_406,faces_ffpp/deepfakes__391_406.npz,1
deepfakes__392_339,faces_ffpp/deepfakes__392_339.npz,1
deepfakes__393_405,faces_ffpp/deepfakes__393_405.npz,1
deepfakes__394_373,faces_ffpp/deepfakes__394_373.npz,1
deepfakes__395_401,faces_ffpp/deepfakes__395_401.npz,1
deepfakes__396_272,faces_ffpp/deepfakes__396_272.npz,1
deepfakes__397_602,faces_ffpp/deepfakes__397_602.npz,1
deepfakes__398_457,faces_ffpp/deepfakes__398_457.npz,1
deepfakes__399_488,faces_ffpp/deepfakes__399_488.npz,1
deepfakes__400_476,faces_ffpp/deepfakes__400_476.npz,1
deepfakes__401_395,faces_ffpp/deepfakes__401_395.npz,1
deepfakes__402_453,faces_ffpp/deepfakes__402_453.npz,1
deepfakes__403_497,faces_ffpp/deepfakes__403_497.npz,1
deepfakes__404_429,faces_ffpp/deepfakes__404_429.npz,1
deepfakes__405_393,faces_ffpp/deepfakes__405_393.npz,1
deepfakes__406_391,faces_ffpp/deepfakes__406_391.npz,1
deepfakes__407_374,faces_ffpp/deepfakes__407_374.npz,1
deepfakes__409_382,faces_ffpp/deepfakes__409_382.npz,1
deepfakes__410_411,faces_ffpp/deepfakes__410_411.npz,1
deepfakes__412_274,faces_ffpp/deepfakes__412_274.npz,1
deepfakes__413_372,faces_ffpp/deepfakes__413_372.npz,1
deepfakes__414_385,faces_ffpp/deepfakes__414_385.npz,1
deepfakes__415_484,faces_ffpp/deepfakes__415_484.npz,1
deepfakes__416_342,faces_ffpp/deepfakes__416_342.npz,1
deepfakes__417_496,faces_ffpp/deepfakes__417_496.npz,1
deepfakes__418_507,faces_ffpp/deepfakes__418_507.npz,1
deepfakes__419_824,faces_ffpp/deepfakes__419_824.npz,1
deepfakes__420_257,faces_ffpp/deepfakes__420_257.npz,1
deepfakes__421_423,faces_ffpp/deepfakes__421_423.npz,1
deepfakes__422_695,faces_ffpp/deepfakes__422_695.npz,1
deepfakes__423_421,faces_ffpp/deepfakes__423_421.npz,1
deepfakes__424_408,faces_ffpp/deepfakes__424_408.npz,1
deepfakes__426_287,faces_ffpp/deepfakes__426_287.npz,1
deepfakes__427_637,faces_ffpp/deepfakes__427_637.npz,1
deepfakes__428_466,faces_ffpp/deepfakes__428_466.npz,1
deepfakes__430_459,faces_ffpp/deepfakes__430_459.npz,1
deepfakes__431_447,faces_ffpp/deepfakes__431_447.npz,1
deepfakes__433_498,faces_ffpp/deepfakes__433_498.npz,1
deepfakes__434_438,faces_ffpp/deepfakes__434_438.npz,1
deepfakes__435_456,faces_ffpp/deepfakes__435_456.npz,1
deepfakes__437_360,faces_ffpp/deepfakes__437_360.npz,1
deepfakes__438_434,faces_ffpp/deepfakes__438_434.npz,1
deepfakes__440_364,faces_ffpp/deepfakes__440_364.npz,1
deepfakes__441_439,faces_ffpp/deepfakes__441_439.npz,1
deepfakes__442_195,faces_ffpp/deepfakes__442_195.npz,1
deepfakes__443_514,faces_ffpp/deepfakes__443_514.npz,1
deepfakes__444_655,faces_ffpp/deepfakes__444_655.npz,1
deepfakes__446_667,faces_ffpp/deepfakes__446_667.npz,1
deepfakes__447_431,faces_ffpp/deepfakes__447_431.npz,1
deepfakes__448_361,faces_ffpp/deepfakes__448_361.npz,1
deepfakes__449_451,faces_ffpp/deepfakes__449_451.npz,1
deepfakes__450_533,faces_ffpp/deepfakes__450_533.npz,1
deepfakes__452_550,faces_ffpp/deepfakes__452_550.npz,1
deepfakes__453_402,faces_ffpp/deepfakes__453_402.npz,1
deepfakes__454_527,faces_ffpp/deepfakes__454_527.npz,1
deepfakes__455_471,faces_ffpp/deepfakes__455_471.npz,1
deepfakes__456_435,faces_ffpp/deepfakes__456_435.npz,1
deepfakes__457_398,faces_ffpp/deepfakes__457_398.npz,1
deepfakes__458_722,faces_ffpp/deepfakes__458_722.npz,1
deepfakes__459_430,faces_ffpp/deepfakes__459_430.npz,1
deepfakes__460_678,faces_ffpp/deepfakes__460_678.npz,1
deepfakes__461_250,faces_ffpp/deepfakes__461_250.npz,1
deepfakes__463_464,faces_ffpp/deepfakes__463_464.npz,1
deepfakes__464_463,faces_ffpp/deepfakes__464_463.npz,1
deepfakes__465_482,faces_ffpp/deepfakes__465_482.npz,1
deepfakes__466_428,faces_ffpp/deepfakes__466_428.npz,1
deepfakes__467_462,faces_ffpp/deepfakes__467_462.npz,1
deepfakes__468_470,faces_ffpp/deepfakes__468_470.npz,1
deepfakes__469_481,faces_ffpp/deepfakes__469_481.npz,1
deepfakes__470_468,faces_ffpp/deepfakes__470_468.npz,1
deepfakes__471_455,faces_ffpp/deepfakes__471_455.npz,1
deepfakes__472_511,faces_ffpp/deepfakes__472_511.npz,1
deepfakes__473_366,faces_ffpp/deepfakes__473_366.npz,1
deepfakes__474_281,faces_ffpp/deepfakes__474_281.npz,1
deepfakes__475_265,faces_ffpp/deepfakes__475_265.npz,1
deepfakes__476_400,faces_ffpp/deepfakes__476_400.npz,1
deepfakes__477_487,faces_ffpp/deepfakes__477_487.npz,1
deepfakes__478_506,faces_ffpp/deepfakes__478_506.npz,1
deepfakes__480_389,faces_ffpp/deepfakes__480_389.npz,1
deepfakes__481_469,faces_ffpp/deepfakes__481_469.npz,1
deepfakes__482_465,faces_ffpp/deepfakes__482_465.npz,1
deepfakes__483_370,faces_ffpp/deepfakes__483_370.npz,1
deepfakes__484_415,faces_ffpp/deepfakes__484_415.npz,1
deepfakes__485_425,faces_ffpp/deepfakes__485_425.npz,1
deepfakes__487_477,faces_ffpp/deepfakes__487_477.npz,1
deepfakes__488_399,faces_ffpp/deepfakes__488_399.npz,1
deepfakes__489_022,faces_ffpp/deepfakes__489_022.npz,1
deepfakes__490_534,faces_ffpp/deepfakes__490_534.npz,1
deepfakes__491_226,faces_ffpp/deepfakes__491_226.npz,1
deepfakes__492_325,faces_ffpp/deepfakes__492_325.npz,1
deepfakes__495_512,faces_ffpp/deepfakes__495_512.npz,1
deepfakes__496_417,faces_ffpp/deepfakes__496_417.npz,1
deepfakes__497_403,faces_ffpp/deepfakes__497_403.npz,1
deepfakes__498_433,faces_ffpp/deepfakes__498_433.npz,1
deepfakes__500_592,faces_ffpp/deepfakes__500_592.npz,1
deepfakes__501_326,faces_ffpp/deepfakes__501_326.npz,1
deepfakes__502_504,faces_ffpp/deepfakes__502_504.npz,1
deepfakes__503_756,faces_ffpp/deepfakes__503_756.npz,1
deepfakes__504_502,faces_ffpp/deepfakes__504_502.npz,1
deepfakes__505_600,faces_ffpp/deepfakes__505_600.npz,1
deepfakes__506_478,faces_ffpp/deepfakes__506_478.npz,1
deepfakes__507_418,faces_ffpp/deepfakes__507_418.npz,1
deepfakes__508_831,faces_ffpp/deepfakes__508_831.npz,1
deepfakes__509_525,faces_ffpp/deepfakes__509_525.npz,1
deepfakes__510_528,faces_ffpp/deepfakes__510_528.npz,1
deepfakes__511_472,faces_ffpp/deepfakes__511_472.npz,1
deepfakes__512_495,faces_ffpp/deepfakes__512_495.npz,1
deepfakes__514_443,faces_ffpp/deepfakes__514_443.npz,1
deepfakes__515_519,faces_ffpp/deepfakes__515_519.npz,1
deepfakes__516_555,faces_ffpp/deepfakes__516_555.npz,1
deepfakes__517_521,faces_ffpp/deepfakes__517_521.npz,1
deepfakes__518_131,faces_ffpp/deepfakes__518_131.npz,1
deepfakes__519_515,faces_ffpp/deepfakes__519_515.npz,1
deepfakes__520_542,faces_ffpp/deepfakes__520_542.npz,1
deepfakes__523_541,faces_ffpp/deepfakes__523_541.npz,1
deepfakes__524_580,faces_ffpp/deepfakes__524_580.npz,1
deepfakes__525_509,faces_ffpp/deepfakes__525_509.npz,1
deepfakes__530_594,faces_ffpp/deepfakes__530_594.npz,1
deepfakes__531_549,faces_ffpp/deepfakes__531_549.npz,1
deepfakes__532_544,faces_ffpp/deepfakes__532_544.npz,1
deepfakes__533_450,faces_ffpp/deepfakes__533_450.npz,1
deepfakes__535_587,faces_ffpp/deepfakes__535_587.npz,1
deepfakes__536_540,faces_ffpp/deepfakes__536_540.npz,1
deepfakes__537_563,faces_ffpp/deepfakes__537_563.npz,1
deepfakes__538_493,faces_ffpp/deepfakes__538_493.npz,1
deepfakes__539_499,faces_ffpp/deepfakes__539_499.npz,1
deepfakes__540_536,faces_ffpp/deepfakes__540_536.npz,1
deepfakes__541_523,faces_ffpp/deepfakes__541_523.npz,1
deepfakes__544_532,faces_ffpp/deepfakes__544_532.npz,1
deepfakes__545_553,faces_ffpp/deepfakes__545_553.npz,1
deepfakes__546_621,faces_ffpp/deepfakes__546_621.npz,1
deepfakes__547_574,faces_ffpp/deepfakes__547_574.npz,1
deepfakes__550_452,faces_ffpp/deepfakes__550_452.npz,1
deepfakes__551_631,faces_ffpp/deepfakes__551_631.npz,1
deepfakes__552_851,faces_ffpp/deepfakes__552_851.npz,1
deepfakes__553_545,faces_ffpp/deepfakes__553_545.npz,1
deepfakes__555_516,faces_ffpp/deepfakes__555_516.npz,1
deepfakes__556_588,faces_ffpp/deepfakes__556_588.npz,1
deepfakes__557_560,faces_ffpp/deepfakes__557_560.npz,1
deepfakes__558_583,faces_ffpp/deepfakes__558_583.npz,1
deepfakes__560_557,faces_ffpp/deepfakes__560_557.npz,1
deepfakes__561_998,faces_ffpp/deepfakes__561_998.npz,1
deepfakes__562_626,faces_ffpp/deepfakes__562_626.npz,1
deepfakes__563_537,faces_ffpp/deepfakes__563_537.npz,1
deepfakes__564_971,faces_ffpp/deepfakes__564_971.npz,1
deepfakes__565_589,faces_ffpp/deepfakes__565_589.npz,1
deepfakes__566_617,faces_ffpp/deepfakes__566_617.npz,1
deepfakes__567_606,faces_ffpp/deepfakes__567_606.npz,1
deepfakes__568_628,faces_ffpp/deepfakes__568_628.npz,1
deepfakes__569_921,faces_ffpp/deepfakes__569_921.npz,1
deepfakes__571_746,faces_ffpp/deepfakes__571_746.npz,1
deepfakes__572_554,faces_ffpp/deepfakes__572_554.npz,1
deepfakes__573_757,faces_ffpp/deepfakes__573_757.npz,1
deepfakes__574_547,faces_ffpp/deepfakes__574_547.npz,1
deepfakes__575_603,faces_ffpp/deepfakes__575_603.npz,1
deepfakes__576_155,faces_ffpp/deepfakes__576_155.npz,1
deepfakes__577_593,faces_ffpp/deepfakes__577_593.npz,1
deepfakes__579_701,faces_ffpp/deepfakes__579_701.npz,1
deepfakes__580_524,faces_ffpp/deepfakes__580_524.npz,1
deepfakes__581_697,faces_ffpp/deepfakes__581_697.npz,1
deepfakes__582_172,faces_ffpp/deepfakes__582_172.npz,1
deepfakes__585_599,faces_ffpp/deepfakes__585_599.npz,1
deepfakes__586_223,faces_ffpp/deepfakes__586_223.npz,1
deepfakes__587_535,faces_ffpp/deepfakes__587_535.npz,1
deepfakes__588_556,faces_ffpp/deepfakes__588_556.npz,1
deepfakes__591_605,faces_ffpp/deepfakes__591_605.npz,1
deepfakes__592_500,faces_ffpp/deepfakes__592_500.npz,1
deepfakes__593_577,faces_ffpp/deepfakes__593_577.npz,1
deepfakes__594_530,faces_ffpp/deepfakes__594_530.npz,1
deepfakes__596_609,faces_ffpp/deepfakes__596_609.npz,1
deepfakes__597_595,faces_ffpp/deepfakes__597_595.npz,1
deepfakes__598_178,faces_ffpp/deepfakes__598_178.npz,1
deepfakes__600_505,faces_ffpp/deepfakes__600_505.npz,1
deepfakes__602_397,faces_ffpp/deepfakes__602_397.npz,1
deepfakes__603_575,faces_ffpp/deepfakes__603_575.npz,1
deepfakes__605_591,faces_ffpp/deepfakes__605_591.npz,1
deepfakes__606_567,faces_ffpp/deepfakes__606_567.npz,1
deepfakes__607_683,faces_ffpp/deepfakes__607_683.npz,1
deepfakes__608_675,faces_ffpp/deepfakes__608_675.npz,1
deepfakes__609_596,faces_ffpp/deepfakes__609_596.npz,1
deepfakes__610_692,faces_ffpp/deepfakes__610_692.npz,1
deepfakes__611_760,faces_ffpp/deepfakes__611_760.npz,1
deepfakes__612_702,faces_ffpp/deepfakes__612_702.npz,1
deepfakes__614_616,faces_ffpp/deepfakes__614_616.npz,1
deepfakes__615_687,faces_ffpp/deepfakes__615_687.npz,1
deepfakes__616_614,faces_ffpp/deepfakes__616_614.npz,1
deepfakes__618_629,faces_ffpp/deepfakes__618_629.npz,1
deepfakes__619_620,faces_ffpp/deepfakes__619_620.npz,1
deepfakes__620_619,faces_ffpp/deepfakes__620_619.npz,1
deepfakes__622_647,faces_ffpp/deepfakes__622_647.npz,1
deepfakes__623_630,faces_ffpp/deepfakes__623_630.npz,1
deepfakes__624_570,faces_ffpp/deepfakes__624_570.npz,1
deepfakes__625_650,faces_ffpp/deepfakes__625_650.npz,1
deepfakes__627_658,faces_ffpp/deepfakes__627_658.npz,1
deepfakes__628_568,faces_ffpp/deepfakes__628_568.npz,1
deepfakes__629_618,faces_ffpp/deepfakes__629_618.npz,1
deepfakes__630_623,faces_ffpp/deepfakes__630_623.npz,1
deepfakes__631_551,faces_ffpp/deepfakes__631_551.npz,1
deepfakes__632_548,faces_ffpp/deepfakes__632_548.npz,1
deepfakes__633_529,faces_ffpp/deepfakes__633_529.npz,1
deepfakes__634_660,faces_ffpp/deepfakes__634_660.npz,1
deepfakes__637_427,faces_ffpp/deepfakes__637_427.npz,1
deepfakes__639_841,faces_ffpp/deepfakes__639_841.npz,1
deepfakes__640_638,faces_ffpp/deepfakes__640_638.npz,1
deepfakes__641_662,faces_ffpp/deepfakes__641_662.npz,1
deepfakes__642_635,faces_ffpp/deepfakes__642_635.npz,1
deepfakes__645_688,faces_ffpp/deepfakes__645_688.npz,1
deepfakes__646_643,faces_ffpp/deepfakes__646_643.npz,1
deepfakes__647_622,faces_ffpp/deepfakes__647_622.npz,1
deepfakes__648_654,faces_ffpp/deepfakes__648_654.npz,1
deepfakes__651_835,faces_ffpp/deepfakes__651_835.npz,1
deepfakes__653_601,faces_ffpp/deepfakes__653_601.npz,1
deepfakes__654_648,faces_ffpp/deepfakes__654_648.npz,1
deepfakes__655_444,faces_ffpp/deepfakes__655_444.npz,1
deepfakes__657_644,faces_ffpp/deepfakes__657_644.npz,1
deepfakes__658_627,faces_ffpp/deepfakes__658_627.npz,1
deepfakes__659_749,faces_ffpp/deepfakes__659_749.npz,1
deepfakes__661_670,faces_ffpp/deepfakes__661_670.npz,1
deepfakes__663_231,faces_ffpp/deepfakes__663_231.npz,1
deepfakes__664_668,faces_ffpp/deepfakes__664_668.npz,1
deepfakes__665_679,faces_ffpp/deepfakes__665_679.npz,1
deepfakes__666_656,faces_ffpp/deepfakes__666_656.npz,1
deepfakes__667_446,faces_ffpp/deepfakes__667_446.npz,1
deepfakes__669_682,faces_ffpp/deepfakes__669_682.npz,1
deepfakes__671_677,faces_ffpp/deepfakes__671_677.npz,1
deepfakes__672_720,faces_ffpp/deepfakes__672_720.npz,1
deepfakes__673_728,faces_ffpp/deepfakes__673_728.npz,1
deepfakes__674_744,faces_ffpp/deepfakes__674_744.npz,1
deepfakes__675_608,faces_ffpp/deepfakes__675_608.npz,1
deepfakes__676_776,faces_ffpp/deepfakes__676_776.npz,1
deepfakes__680_486,faces_ffpp/deepfakes__680_486.npz,1
deepfakes__681_711,faces_ffpp/deepfakes__681_711.npz,1
deepfakes__682_669,faces_ffpp/deepfakes__682_669.npz,1
deepfakes__683_607,faces_ffpp/deepfakes__683_607.npz,1
deepfakes__684_717,faces_ffpp/deepfakes__684_717.npz,1
deepfakes__685_613,faces_ffpp/deepfakes__685_613.npz,1
deepfakes__686_696,faces_ffpp/deepfakes__686_696.npz,1
deepfakes__688_645,faces_ffpp/deepfakes__688_645.npz,1
deepfakes__690_689,faces_ffpp/deepfakes__690_689.npz,1
deepfakes__691_732,faces_ffpp/deepfakes__691_732.npz,1
deepfakes__693_698,faces_ffpp/deepfakes__693_698.npz,1
deepfakes__694_767,faces_ffpp/deepfakes__694_767.npz,1
deepfakes__695_422,faces_ffpp/deepfakes__695_422.npz,1
deepfakes__696_686,faces_ffpp/deepfakes__696_686.npz,1
deepfakes__698_693,faces_ffpp/deepfakes__698_693.npz,1
deepfakes__699_734,faces_ffpp/deepfakes__699_734.npz,1
deepfakes__700_813,faces_ffpp/deepfakes__700_813.npz,1
deepfakes__701_579,faces_ffpp/deepfakes__701_579.npz,1
deepfakes__702_612,faces_ffpp/deepfakes__702_612.npz,1
deepfakes__703_604,faces_ffpp/deepfakes__703_604.npz,1
deepfakes__704_723,faces_ffpp/deepfakes__704_723.npz,1
deepfakes__705_707,faces_ffpp/deepfakes__705_707.npz,1
deepfakes__706_479,faces_ffpp/deepfakes__706_479.npz,1
deepfakes__707_705,faces_ffpp/deepfakes__707_705.npz,1
deepfakes__708_772,faces_ffpp/deepfakes__708_772.npz,1
deepfakes__709_390,faces_ffpp/deepfakes__709_390.npz,1
deepfakes__710_788,faces_ffpp/deepfakes__710_788.npz,1
deepfakes__711_681,faces_ffpp/deepfakes__711_681.npz,1
deepfakes__712_716,faces_ffpp/deepfakes__712_716.npz,1
deepfakes__715_721,faces_ffpp/deepfakes__715_721.npz,1
deepfakes__717_684,faces_ffpp/deepfakes__717_684.npz,1
deepfakes__718_972,faces_ffpp/deepfakes__718_972.npz,1
deepfakes__719_737,faces_ffpp/deepfakes__719_737.npz,1
