video_id,frames_path,label,split
deepfakes__366_473,faces_ffpp/deepfakes__366_473.npz,1,train
deepfakes__367_371,faces_ffpp/deepfakes__367_371.npz,1,train
deepfakes__368_378,faces_ffpp/deepfakes__368_378.npz,1,train
deepfakes__369_316,faces_ffpp/deepfakes__369_316.npz,1,train
deepfakes__372_413,faces_ffpp/deepfakes__372_413.npz,1,train
deepfakes__373_394,faces_ffpp/deepfakes__373_394.npz,1,train
deepfakes__374_407,faces_ffpp/deepfakes__374_407.npz,1,train
deepfakes__375_251,faces_ffpp/deepfakes__375_251.npz,1,train
deepfakes__376_381,faces_ffpp/deepfakes__376_381.npz,1,train
deepfakes__378_368,faces_ffpp/deepfakes__378_368.npz,1,train
deepfakes__379_158,faces_ffpp/deepfakes__379_158.npz,1,train
deepfakes__380_358,faces_ffpp/deepfakes__380_358.npz,1,train
deepfakes__381_376,faces_ffpp/deepfakes__381_376.npz,1,train
deepfakes__383_353,faces_ffpp/deepfakes__383_353.npz,1,train
deepfakes__384_932,faces_ffpp/deepfakes__384_932.npz,1,train
deepfakes__385_414,faces_ffpp/deepfakes__385_414.npz,1,train
deepfakes__386_154,faces_ffpp/deepfakes__386_154.npz,1,train
deepfakes__387_311,faces_ffpp/deepfakes__387_311.npz,1,train
deepfakes__388_308,faces_ffpp/deepfakes__388_308.npz,1,train
deepfakes__389_480,faces_ffpp/deepfakes__389_480.npz,1,train
deepfakes__390_709,faces_ffpp/deepfakes__390_709.npz,1,train
deepfakes__391_406,faces_ffpp/deepfakes__391_406.npz,1,train
deepfakes__392_339,faces_ffpp/deepfakes__392_339.npz,1,train
deepfakes__393_405,faces_ffpp/deepfakes__393_405.npz,1,train
deepfakes__394_373,faces_ffpp/deepfakes__394_373.npz,1,train
deepfakes__395_401,faces_ffpp/deepfakes__395_401.npz,1,train
deepfakes__396_272,faces_ffpp/deepfakes__396_272.npz,1,train
deepfakes__397_602,faces_ffpp/deepfakes__397_602.npz,1,train
deepfakes__398_457,faces_ffpp/deepfakes__398_457.npz,1,train
deepfakes__399_488,faces_ffpp/deepfakes__399_488.npz,1,train
deepfakes__400_476,faces_ffpp/deepfakes__400_476.npz,1,train
deepfakes__401_395,faces_ffpp/deepfakes__401_395.npz,1,train
deepfakes__402_453,faces_ffpp/deepfakes__402_453.npz,1,train
deepfakes__403_497,faces_ffpp/deepfakes__403_497.npz,1,train
deepfakes__404_429,faces_ffpp/deepfakes__404_429.npz,1,train
deepfakes__405_393,faces_ffpp/deepfakes__405_393.npz,1,train
deepfakes__406_391,faces_ffpp/deepfakes__406_391.npz,1,train
deepfakes__407_374,faces_ffpp/deepfakes__407_374.npz,1,train
deepfakes__409_382,faces_ffpp/deepfakes__409_382.npz,1,train
deepfakes__410_411,faces_ffpp/deepfakes__410_411.npz,1,train
deepfakes__412_274,faces_ffpp/deepfakes__412_274.npz,1,train
deepfakes__413_372,faces_ffpp/deepfakes__413_372.npz,1,train
deepfakes__414_385,faces_ffpp/deepfakes__414_385.npz,1,train
deepfakes__415_484,faces_ffpp/deepfakes__415_484.npz,1,train
deepfakes__416_342,faces_ffpp/deepfakes__416_342.npz,1,train
deepfakes__417_496,faces_ffpp/deepfakes__417_496.npz,1,train
deepfakes__418_507,faces_ffpp/deepfakes__418_507.npz,1,train
deepfakes__419_824,faces_ffpp/deepfakes__419_824.npz,1,train
deepfakes__420_257,faces_ffpp/deepfakes__420_257.npz,1,train
deepfakes__421_423,faces_ffpp/deepfakes__421_423.npz,1,train
deepfakes__422_695,faces_ffpp/deepfakes__422_695.npz,1,train
deepfakes__423_421,faces_ffpp/deepfakes__423_421.npz,1,train
deepfakes__424_408,faces_ffpp/deepfakes__424_408.npz,1,train
deepfakes__426_287,faces_ffpp/deepfakes__426_287.npz,1,train
deepfakes__427_637,faces_ffpp/deepfakes__427_637.npz,1,train
deepfakes__428_466,faces_ffpp/deepfakes__428_466.npz,1,train
deepfakes__430_459,faces_ffpp/deepfakes__430_459.npz,1,train
deepfakes__431_447,faces_ffpp/deepfakes__431_447.npz,1,train
deepfakes__433_498,faces_ffpp/deepfakes__433_498.npz,1,train
deepfakes__434_438,faces_ffpp/deepfakes__434_438.npz,1,train
deepfakes__435_456,faces_ffpp/deepfakes__435_456.npz,1,train
deepfakes__437_360,faces_ffpp/deepfakes__437_360.npz,1,train
deepfakes__438_434,faces_ffpp/deepfakes__438_434.npz,1,train
deepfakes__440_364,faces_ffpp/deepfakes__440_364.npz,1,train
deepfakes__441_439,faces_ffpp/deepfakes__441_439.npz,1,train
deepfakes__442_195,faces_ffpp/deepfakes__442_195.npz,1,train
deepfakes__443_514,faces_ffpp/deepfakes__443_514.npz,1,train
deepfakes__444_655,faces_ffpp/deepfakes__444_655.npz,1,train
deepfakes__446_667,faces_ffpp/deepfakes__446_667.npz,1,train
deepfakes__447_431,faces_ffpp/deepfakes__447_431.npz,1,train
deepfakes__448_361,faces_ffpp/deepfakes__448_361.npz,1,train
deepfakes__449_451,faces_ffpp/deepfakes__449_451.npz,1,train
deepfakes__450_533,faces_ffpp/deepfakes__450_533.npz,1,train
deepfakes__452_550,faces_ffpp/deepfakes__452_550.npz,1,train
deepfakes__453_402,faces_ffpp/deepfakes__453_402.npz,1,train
deepfakes__454_527,faces_ffpp/deepfakes__454_527.npz,1,train
deepfakes__455_471,faces_ffpp/deepfakes__455_471.npz,1,train
deepfakes__456_435,faces_ffpp/deepfakes__456_435.npz,1,train
deepfakes__457_398,faces_ffpp/deepfakes__457_398.npz,1,train
deepfakes__458_722,faces_ffpp/deepfakes__458_722.npz,1,train
deepfakes__459_430,faces_ffpp/deepfakes__459_430.npz,1,train
deepfakes__460_678,faces_ffpp/deepfakes__460_678.npz,1,train
deepfakes__461_250,faces_ffpp/deepfakes__461_250.npz,1,train
deepfakes__463_464,faces_ffpp/deepfakes__463_464.npz,1,train
deepfakes__464_463,faces_ffpp/deepfakes__464_463.npz,1,train
deepfakes__465_482,faces_ffpp/deepfakes__465_482.npz,1,train
deepfakes__466_428,faces_ffpp/deepfakes__466_428.npz,1,train
deepfakes__467_462,faces_ffpp/deepfakes__467_462.npz,1,train
deepfakes__468_470,faces_ffpp/deepfakes__468_470.npz,1,train
deepfakes__469_481,faces_ffpp/deepfakes__469_481.npz,1,train
deepfakes__470_468,faces_ffpp/deepfakes__470_468.npz,1,train
deepfakes__471_455,faces_ffpp/deepfakes__471_455.npz,1,train
deepfakes__472_511,faces_ffpp/deepfakes__472_511.npz,1,train
deepfakes__473_366,faces_ffpp/deepfakes__473_366.npz,1,train
deepfakes__474_281,faces_ffpp/deepfakes__474_281.npz,1,train
deepfakes__475_265,faces_ffpp/deepfakes__475_265.npz,1,train
deepfakes__476_400,faces_ffpp/deepfakes__476_400.npz,1,train
deepfakes__477_487,faces_ffpp/deepfakes__477_487.npz,1,train
deepfakes__478_506,faces_ffpp/deepfakes__478_506.npz,1,train
deepfakes__480_389,faces_ffpp/deepfakes__480_389.npz,1,train
deepfakes__481_469,faces_ffpp/deepfakes__481_469.npz,1,train
deepfakes__482_465,faces_ffpp/deepfakes__482_465.npz,1,train
deepfakes__483_370,faces_ffpp/deepfakes__483_370.npz,1,train
deepfakes__484_415,faces_ffpp/deepfakes__484_415.npz,1,train
deepfakes__485_425,faces_ffpp/deepfakes__485_425.npz,1,train
deepfakes__487_477,faces_ffpp/deepfakes__487_477.npz,1,train
deepfakes__488_399,faces_ffpp/deepfakes__488_399.npz,1,train
deepfakes__489_022,faces_ffpp/deepfakes__489_022.npz,1,train
deepfakes__490_534,faces_ffpp/deepfakes__490_534.npz,1,train
deepfakes__491_226,faces_ffpp/deepfakes__491_226.npz,1,train
deepfakes__492_325,faces_ffpp/deepfakes__492_325.npz,1,train
deepfakes__495_512,faces_ffpp/deepfakes__495_512.npz,1,train
deepfakes__496_417,faces_ffpp/deepfakes__496_417.npz,1,train
deepfakes__497_403,faces_ffpp/deepfakes__497_403.npz,1,train
deepfakes__498_433,faces_ffpp/deepfakes__498_433.npz,1,train
deepfakes__500_592,faces_ffpp/deepfakes__500_592.npz,1,train
deepfakes__501_326,faces_ffpp/deepfakes__501_326.npz,1,train
deepfakes__502_504,faces_ffpp/deepfakes__502_504.npz,1,train
deepfakes__503_756,faces_ffpp/deepfakes__503_756.npz,1,train
deepfakes__504_502,faces_ffpp/deepfakes__504_502.npz,1,train
deepfakes__505_600,faces_ffpp/deepfakes__505_600.npz,1,train
deepfakes__506_478,faces_ffpp/deepfakes__506_478.npz,1,train
deepfakes__507_418,faces_ffpp/deepfakes__507_418.npz,1,train
deepfakes__508_831,faces_ffpp/deepfakes__508_831.npz,1,train
deepfakes__509_525,faces_ffpp/deepfakes__509_525.npz,1,train
deepfakes__510_528,faces_ffpp/deepfakes__510_528.npz,1,train
deepfakes__511_472,faces_ffpp/deepfakes__511_472.npz,1,train
deepfakes__512_495,faces_ffpp/deepfakes__512_495.npz,1,train
deepfakes__514_443,faces_ffpp/deepfakes__514_443.npz,1,train
deepfakes__515_519,faces_ffpp/deepfakes__515_519.npz,1,train
deepfakes__516_555,faces_ffpp/deepfakes__516_555.npz,1,train
deepfakes__517_521,faces_ffpp/deepfakes__517_521.npz,1,train
deepfakes__518_131,faces_ffpp/deepfakes__518_131.npz,1,train
deepfakes__519_515,faces_ffpp/deepfakes__519_515.npz,1,train
deepfakes__520_542,faces_ffpp/deepfakes__520_542.npz,1,train
deepfakes__523_541,faces_ffpp/deepfakes__523_541.npz,1,train
deepfakes__524_580,faces_ffpp/deepfakes__524_580.npz,1,train
deepfakes__525_509,faces_ffpp/deepfakes__525_509.npz,1,train
deepfakes__530_594,faces_ffpp/deepfakes__530_594.npz,1,train
deepfakes__531_549,faces_ffpp/deepfakes__531_549.npz,1,train
deepfakes__532_544,faces_ffpp/deepfakes__532_544.npz,1,train
deepfakes__533_450,faces_ffpp/deepfakes__533_450.npz,1,train
deepfakes__535_587,faces_ffpp/deepfakes__535_587.npz,1,train
deepfakes__536_540,faces_ffpp/deepfakes__536_540.npz,1,train
deepfakes__537_563,faces_ffpp/deepfakes__537_563.npz,1,train
deepfakes__538_493,faces_ffpp/deepfakes__538_493.npz,1,train
deepfakes__539_499,faces_ffpp/deepfakes__539_499.npz,1,train
deepfakes__540_536,faces_ffpp/deepfakes__540_536.npz,1,train
deepfakes__541_523,faces_ffpp/deepfakes__541_523.npz,1,train
deepfakes__544_532,faces_ffpp/deepfakes__544_532.npz,1,train
deepfakes__545_553,faces_ffpp/deepfakes__545_553.npz,1,train
deepfakes__546_621,faces_ffpp/deepfakes__546_621.npz,1,train
deepfakes__547_574,faces_ffpp/deepfakes__547_574.npz,1,train
deepfakes__550_452,faces_ffpp/deepfakes__550_452.npz,1,train
deepfakes__551_631,faces_ffpp/deepfakes__551_631.npz,1,train
deepfakes__552_851,faces_ffpp/deepfakes__552_851.npz,1,train
deepfakes__553_545,faces_ffpp/deepfakes__553_545.npz,1,train
deepfakes__555_516,faces_ffpp/deepfakes__555_516.npz,1,train
deepfakes__556_588,faces_ffpp/deepfakes__556_588.npz,1,train
deepfakes__557_560,faces_ffpp/deepfakes__557_560.npz,1,train
deepfakes__558_583,faces_ffpp/deepfakes__558_583.npz,1,train
deepfakes__560_557,faces_ffpp/deepfakes__560_557.npz,1,train
deepfakes__561_998,faces_ffpp/deepfakes__561_998.npz,1,train
deepfakes__562_626,faces_ffpp/deepfakes__562_626.npz,1,train
deepfakes__563_537,faces_ffpp/deepfakes__563_537.npz,1,train
deepfakes__564_971,faces_ffpp/deepfakes__564_971.npz,1,train
deepfakes__565_589,faces_ffpp/deepfakes__565_589.npz,1,train
deepfakes__566_617,faces_ffpp/deepfakes__566_617.npz,1,train
deepfakes__567_606,faces_ffpp/deepfakes__567_606.npz,1,train
deepfakes__568_628,faces_ffpp/deepfakes__568_628.npz,1,train
deepfakes__569_921,faces_ffpp/deepfakes__569_921.npz,1,train
deepfakes__571_746,faces_ffpp/deepfakes__571_746.npz,1,train
deepfakes__572_554,faces_ffpp/deepfakes__572_554.npz,1,train
deepfakes__573_757,faces_ffpp/deepfakes__573_757.npz,1,train
deepfakes__574_547,faces_ffpp/deepfakes__574_547.npz,1,train
deepfakes__575_603,faces_ffpp/deepfakes__575_603.npz,1,train
deepfakes__576_155,faces_ffpp/deepfakes__576_155.npz,1,train
deepfakes__577_593,faces_ffpp/deepfakes__577_593.npz,1,train
deepfakes__579_701,faces_ffpp/deepfakes__579_701.npz,1,train
deepfakes__580_524,faces_ffpp/deepfakes__580_524.npz,1,train
deepfakes__581_697,faces_ffpp/deepfakes__581_697.npz,1,train
deepfakes__582_172,faces_ffpp/deepfakes__582_172.npz,1,train
deepfakes__585_599,faces_ffpp/deepfakes__585_599.npz,1,train
deepfakes__586_223,faces_ffpp/deepfakes__586_223.npz,1,train
deepfakes__587_535,faces_ffpp/deepfakes__587_535.npz,1,train
deepfakes__588_556,faces_ffpp/deepfakes__588_556.npz,1,train
deepfakes__591_605,faces_ffpp/deepfakes__591_605.npz,1,train
deepfakes__592_500,faces_ffpp/deepfakes__592_500.npz,1,train
deepfakes__593_577,faces_ffpp/deepfakes__593_577.npz,1,train
deepfakes__594_530,faces_ffpp/deepfakes__594_530.npz,1,train
deepfakes__596_609,faces_ffpp/deepfakes__596_609.npz,1,train
deepfakes__597_595,faces_ffpp/deepfakes__597_595.npz,1,train
deepfakes__598_178,faces_ffpp/deepfakes__598_178.npz,1,train
deepfakes__600_505,faces_ffpp/deepfakes__600_505.npz,1,train
deepfakes__602_397,faces_ffpp/deepfakes__602_397.npz,1,train
deepfakes__603_575,faces_ffpp/deepfakes__603_575.npz,1,train
deepfakes__605_591,faces_ffpp/deepfakes__605_591.npz,1,train
deepfakes__606_567,faces_ffpp/deepfakes__606_567.npz,1,train
deepfakes__607_683,faces_ffpp/deepfakes__607_683.npz,1,train
deepfakes__608_675,faces_ffpp/deepfakes__608_675.npz,1,train
deepfakes__609_596,faces_ffpp/deepfakes__609_596.npz,1,train
deepfakes__610_692,faces_ffpp/deepfakes__610_692.npz,1,train
deepfakes__611_760,faces_ffpp/deepfakes__611_760.npz,1,train
deepfakes__612_702,faces_ffpp/deepfakes__612_702.npz,1,train
deepfakes__614_616,faces_ffpp/deepfakes__614_616.npz,1,train
deepfakes__615_687,faces_ffpp/deepfakes__615_687.npz,1,train
deepfakes__616_614,faces_ffpp/deepfakes__616_614.npz,1,train
deepfakes__618_629,faces_ffpp/deepfakes__618_629.npz,1,train
deepfakes__619_620,faces_ffpp/deepfakes__619_620.npz,1,train
deepfakes__620_619,faces_ffpp/deepfakes__620_619.npz,1,train
deepfakes__622_647,faces_ffpp/deepfakes__622_647.npz,1,train
deepfakes__623_630,faces_ffpp/deepfakes__623_630.npz,1,train
deepfakes__624_570,faces_ffpp/deepfakes__624_570.npz,1,train
deepfakes__625_650,faces_ffpp/deepfakes__625_650.npz,1,train
deepfakes__627_658,faces_ffpp/deepfakes__627_658.npz,1,train
deepfakes__628_568,faces_ffpp/deepfakes__628_568.npz,1,train
deepfakes__629_618,faces_ffpp/deepfakes__629_618.npz,1,train
deepfakes__630_623,faces_ffpp/deepfakes__630_623.npz,1,train
deepfakes__631_551,faces_ffpp/deepfakes__631_551.npz,1,train
deepfakes__632_548,faces_ffpp/deepfakes__632_548.npz,1,train
deepfakes__633_529,faces_ffpp/deepfakes__633_529.npz,1,train
deepfakes__634_660,faces_ffpp/deepfakes__634_660.npz,1,train
deepfakes__637_427,faces_ffpp/deepfakes__637_427.npz,1,train
deepfakes__639_841,faces_ffpp/deepfakes__639_841.npz,1,train
deepfakes__640_638,faces_ffpp/deepfakes__640_638.npz,1,train
deepfakes__641_662,faces_ffpp/deepfakes__641_662.npz,1,train
deepfakes__642_635,faces_ffpp/deepfakes__642_635.npz,1,train
deepfakes__645_688,faces_ffpp/deepfakes__645_688.npz,1,train
deepfakes__646_643,faces_ffpp/deepfakes__646_643.npz,1,train
deepfakes__647_622,faces_ffpp/deepfakes__647_622.npz,1,train
deepfakes__648_654,faces_ffpp/deepfakes__648_654.npz,1,train
deepfakes__651_835,faces_ffpp/deepfakes__651_835.npz,1,train
deepfakes__653_601,faces_ffpp/deepfakes__653_601.npz,1,train
deepfakes__654_648,faces_ffpp/deepfakes__654_648.npz,1,train
deepfakes__655_444,faces_ffpp/deepfakes__655_444.npz,1,train
deepfakes__657_644,faces_ffpp/deepfakes__657_644.npz,1,train
deepfakes__658_627,faces_ffpp/deepfakes__658_627.npz,1,train
deepfakes__659_749,faces_ffpp/deepfakes__659_749.npz,1,train
deepfakes__661_670,faces_ffpp/deepfakes__661_670.npz,1,train
deepfakes__663_231,faces_ffpp/deepfakes__663_231.npz,1,train
deepfakes__664_668,faces_ffpp/deepfakes__664_668.npz,1,train
deepfakes__665_679,faces_ffpp/deepfakes__665_679.npz,1,train
deepfakes__666_656,faces_ffpp/deepfakes__666_656.npz,1,train
deepfakes__667_446,faces_ffpp/deepfakes__667_446.npz,1,train
deepfakes__669_682,faces_ffpp/deepfakes__669_682.npz,1,train
deepfakes__671_677,faces_ffpp/deepfakes__671_677.npz,1,train
deepfakes__672_720,faces_ffpp/deepfakes__672_720.npz,1,train
deepfakes__673_728,faces_ffpp/deepfakes__673_728.npz,1,train
deepfakes__674_744,faces_ffpp/deepfakes__674_744.npz,1,train
deepfakes__675_608,faces_ffpp/deepfakes__675_608.npz,1,train
deepfakes__676_776,faces_ffpp/deepfakes__676_776.npz,1,train
deepfakes__680_486,faces_ffpp/deepfakes__680_486.npz,1,train
deepfakes__681_711,faces_ffpp/deepfakes__681_711.npz,1,train
deepfakes__682_669,faces_ffpp/deepfakes__682_669.npz,1,train
deepfakes__683_607,faces_ffpp/deepfakes__683_607.npz,1,train
deepfakes__684_717,faces_ffpp/deepfakes__684_717.npz,1,train
deepfakes__685_613,faces_ffpp/deepfakes__685_613.npz,1,train
deepfakes__686_696,faces_ffpp/deepfakes__686_696.npz,1,train
deepfakes__688_645,faces_ffpp/deepfakes__688_645.npz,1,train
deepfakes__690_689,faces_ffpp/deepfakes__690_689.npz,1,train
deepfakes__691_732,faces_ffpp/deepfakes__691_732.npz,1,train
deepfakes__693_698,faces_ffpp/deepfakes__693_698.npz,1,train
deepfakes__694_767,faces_ffpp/deepfakes__694_767.npz,1,train
deepfakes__695_422,faces_ffpp/deepfakes__695_422.npz,1,train
deepfakes__696_686,faces_ffpp/deepfakes__696_686.npz,1,train
deepfakes__698_693,faces_ffpp/deepfakes__698_693.npz,1,train
deepfakes__699_734,faces_ffpp/deepfakes__699_734.npz,1,train
deepfakes__700_813,faces_ffpp/deepfakes__700_813.npz,1,train
deepfakes__701_579,faces_ffpp/deepfakes__701_579.npz,1,train
deepfakes__702_612,faces_ffpp/deepfakes__702_612.npz,1,train
deepfakes__703_604,faces_ffpp/deepfakes__703_604.npz,1,train
deepfakes__704_723,faces_ffpp/deepfakes__704_723.npz,1,train
deepfakes__705_707,faces_ffpp/deepfakes__705_707.npz,1,train
deepfakes__706_479,faces_ffpp/deepfakes__706_479.npz,1,train
deepfakes__707_705,faces_ffpp/deepfakes__707_705.npz,1,train
deepfakes__708_772,faces_ffpp/deepfakes__708_772.npz,1,train
deepfakes__709_390,faces_ffpp/deepfakes__709_390.npz,1,train
deepfakes__710_788,faces_ffpp/deepfakes__710_788.npz,1,train
deepfakes__711_681,faces_ffpp/deepfakes__711_681.npz,1,train
deepfakes__712_716,faces_ffpp/deepfakes__712_716.npz,1,train
deepfakes__715_721,faces_ffpp/deepfakes__715_721.npz,1,train
deepfakes__717_684,faces_ffpp/deepfakes__717_684.npz,1,train
deepfakes__718_972,faces_ffpp/deepfakes__718_972.npz,1,train
deepfakes__719_737,faces_ffpp/deepfakes__719_737.npz,1,train
deepfakes__720_672,faces_ffpp/deepfakes__720_672.npz,1,train
deepfakes__722_458,faces_ffpp/deepfakes__722_458.npz,1,train
deepfakes__723_704,faces_ffpp/deepfakes__723_704.npz,1,train
deepfakes__724_725,faces_ffpp/deepfakes__724_725.npz,1,train
deepfakes__725_724,faces_ffpp/deepfakes__725_724.npz,1,train
deepfakes__726_713,faces_ffpp/deepfakes__726_713.npz,1,train
deepfakes__727_729,faces_ffpp/deepfakes__727_729.npz,1,train
deepfakes__728_673,faces_ffpp/deepfakes__728_673.npz,1,train
deepfakes__729_727,faces_ffpp/deepfakes__729_727.npz,1,train
deepfakes__730_815,faces_ffpp/deepfakes__730_815.npz,1,train
deepfakes__731_741,faces_ffpp/deepfakes__731_741.npz,1,train
deepfakes__732_691,faces_ffpp/deepfakes__732_691.npz,1,train
deepfakes__733_935,faces_ffpp/deepfakes__733_935.npz,1,train
deepfakes__734_699,faces_ffpp/deepfakes__734_699.npz,1,train
deepfakes__735_774,faces_ffpp/deepfakes__735_774.npz,1,train
deepfakes__736_785,faces_ffpp/deepfakes__736_785.npz,1,train
deepfakes__738_804,faces_ffpp/deepfakes__738_804.npz,1,train
deepfakes__739_865,faces_ffpp/deepfakes__739_865.npz,1,train
deepfakes__742_775,faces_ffpp/deepfakes__742_775.npz,1,train
deepfakes__743_750,faces_ffpp/deepfakes__743_750.npz,1,train
deepfakes__744_674,faces_ffpp/deepfakes__744_674.npz,1,train
deepfakes__745_777,faces_ffpp/deepfakes__745_777.npz,1,train
deepfakes__746_571,faces_ffpp/deepfakes__746_571.npz,1,train
deepfakes__747_854,faces_ffpp/deepfakes__747_854.npz,1,train
deepfakes__748_355,faces_ffpp/deepfakes__748_355.npz,1,train
deepfakes__750_743,faces_ffpp/deepfakes__750_743.npz,1,train
deepfakes__751_752,faces_ffpp/deepfakes__751_752.npz,1,train
deepfakes__752_751,faces_ffpp/deepfakes__752_751.npz,1,train
deepfakes__754_758,faces_ffpp/deepfakes__754_758.npz,1,train
deepfakes__755_759,faces_ffpp/deepfakes__755_759.npz,1,train
deepfakes__756_503,faces_ffpp/deepfakes__756_503.npz,1,train
deepfakes__757_573,faces_ffpp/deepfakes__757_573.npz,1,train
deepfakes__758_754,faces_ffpp/deepfakes__758_754.npz,1,train
deepfakes__759_755,faces_ffpp/deepfakes__759_755.npz,1,train
deepfakes__760_611,faces_ffpp/deepfakes__760_611.npz,1,train
deepfakes__762_832,faces_ffpp/deepfakes__762_832.npz,1,train
deepfakes__763_930,faces_ffpp/deepfakes__763_930.npz,1,train
deepfakes__765_867,faces_ffpp/deepfakes__765_867.npz,1,train
deepfakes__766_761,faces_ffpp/deepfakes__766_761.npz,1,train
deepfakes__768_793,faces_ffpp/deepfakes__768_793.npz,1,train
deepfakes__769_784,faces_ffpp/deepfakes__769_784.npz,1,train
deepfakes__770_791,faces_ffpp/deepfakes__770_791.npz,1,train
deepfakes__771_849,faces_ffpp/deepfakes__771_849.npz,1,train
deepfakes__772_708,faces_ffpp/deepfakes__772_708.npz,1,train
deepfakes__773_652,faces_ffpp/deepfakes__773_652.npz,1,train
deepfakes__774_735,faces_ffpp/deepfakes__774_735.npz,1,train
deepfakes__775_742,faces_ffpp/deepfakes__775_742.npz,1,train
deepfakes__776_676,faces_ffpp/deepfakes__776_676.npz,1,train
deepfakes__777_745,faces_ffpp/deepfakes__777_745.npz,1,train
deepfakes__778_798,faces_ffpp/deepfakes__778_798.npz,1,train
deepfakes__779_794,faces_ffpp/deepfakes__779_794.npz,1,train
deepfakes__780_869,faces_ffpp/deepfakes__780_869.npz,1,train
deepfakes__781_806,faces_ffpp/deepfakes__781_806.npz,1,train
deepfakes__782_787,faces_ffpp/deepfakes__782_787.npz,1,train
deepfakes__783_916,faces_ffpp/deepfakes__783_916.npz,1,train
deepfakes__784_769,faces_ffpp/deepfakes__784_769.npz,1,train
deepfakes__785_736,faces_ffpp/deepfakes__785_736.npz,1,train
deepfakes__786_819,faces_ffpp/deepfakes__786_819.npz,1,train
deepfakes__788_710,faces_ffpp/deepfakes__788_710.npz,1,train
deepfakes__789_753,faces_ffpp/deepfakes__789_753.npz,1,train
deepfakes__790_014,faces_ffpp/deepfakes__790_014.npz,1,train
deepfakes__791_770,faces_ffpp/deepfakes__791_770.npz,1,train
deepfakes__792_903,faces_ffpp/deepfakes__792_903.npz,1,train
deepfakes__793_768,faces_ffpp/deepfakes__793_768.npz,1,train
deepfakes__794_779,faces_ffpp/deepfakes__794_779.npz,1,train
deepfakes__795_907,faces_ffpp/deepfakes__795_907.npz,1,train
deepfakes__796_740,faces_ffpp/deepfakes__796_740.npz,1,train
deepfakes__797_844,faces_ffpp/deepfakes__797_844.npz,1,train
deepfakes__798_778,faces_ffpp/deepfakes__798_778.npz,1,train
deepfakes__799_809,faces_ffpp/deepfakes__799_809.npz,1,train
deepfakes__801_855,faces_ffpp/deepfakes__801_855.npz,1,train
deepfakes__803_017,faces_ffpp/deepfakes__803_017.npz,1,train
deepfakes__804_738,faces_ffpp/deepfakes__804_738.npz,1,train
deepfakes__805_011,faces_ffpp/deepfakes__805_011.npz,1,train
deepfakes__806_781,faces_ffpp/deepfakes__806_781.npz,1,train
deepfakes__807_273,faces_ffpp/deepfakes__807_273.npz,1,train
deepfakes__808_829,faces_ffpp/deepfakes__808_829.npz,1,train
deepfakes__809_799,faces_ffpp/deepfakes__809_799.npz,1,train
deepfakes__812_821,faces_ffpp/deepfakes__812_821.npz,1,train
deepfakes__813_700,faces_ffpp/deepfakes__813_700.npz,1,train
deepfakes__814_871,faces_ffpp/deepfakes__814_871.npz,1,train
deepfakes__815_730,faces_ffpp/deepfakes__815_730.npz,1,train
deepfakes__817_827,faces_ffpp/deepfakes__817_827.npz,1,train
deepfakes__818_820,faces_ffpp/deepfakes__818_820.npz,1,train
deepfakes__819_786,faces_ffpp/deepfakes__819_786.npz,1,train
deepfakes__821_812,faces_ffpp/deepfakes__821_812.npz,1,train
deepfakes__824_419,faces_ffpp/deepfakes__824_419.npz,1,train
deepfakes__825_074,faces_ffpp/deepfakes__825_074.npz,1,train
deepfakes__827_817,faces_ffpp/deepfakes__827_817.npz,1,train
deepfakes__828_830,faces_ffpp/deepfakes__828_830.npz,1,train
deepfakes__830_828,faces_ffpp/deepfakes__830_828.npz,1,train
deepfakes__831_508,faces_ffpp/deepfakes__831_508.npz,1,train
deepfakes__832_762,faces_ffpp/deepfakes__832_762.npz,1,train
deepfakes__833_826,faces_ffpp/deepfakes__833_826.npz,1,train
deepfakes__834_852,faces_ffpp/deepfakes__834_852.npz,1,train
deepfakes__835_651,faces_ffpp/deepfakes__835_651.npz,1,train
deepfakes__836_950,faces_ffpp/deepfakes__836_950.npz,1,train
deepfakes__838_810,faces_ffpp/deepfakes__838_810.npz,1,train
deepfakes__839_864,faces_ffpp/deepfakes__839_864.npz,1,train
deepfakes__840_800,faces_ffpp/deepfakes__840_800.npz,1,train
deepfakes__841_639,faces_ffpp/deepfakes__841_639.npz,1,train
deepfakes__842_714,faces_ffpp/deepfakes__842_714.npz,1,train
deepfakes__843_859,faces_ffpp/deepfakes__843_859.npz,1,train
deepfakes__844_797,faces_ffpp/deepfakes__844_797.npz,1,train
deepfakes__846_845,faces_ffpp/deepfakes__846_845.npz,1,train
deepfakes__847_906,faces_ffpp/deepfakes__847_906.npz,1,train
deepfakes__848_894,faces_ffpp/deepfakes__848_894.npz,1,train
deepfakes__850_764,faces_ffpp/deepfakes__850_764.npz,1,train
deepfakes__851_552,faces_ffpp/deepfakes__851_552.npz,1,train
deepfakes__852_834,faces_ffpp/deepfakes__852_834.npz,1,train
deepfakes__853_863,faces_ffpp/deepfakes__853_863.npz,1,train
deepfakes__854_747,faces_ffpp/deepfakes__854_747.npz,1,train
deepfakes__855_801,faces_ffpp/deepfakes__855_801.npz,1,train
deepfakes__856_881,faces_ffpp/deepfakes__856_881.npz,1,train
deepfakes__857_909,faces_ffpp/deepfakes__857_909.npz,1,train
